0.27113 	0.423091 	2.31076e-18 	0.406607
0.27363 	0.426992 	1.86742e-18 	0.406372
0.275231 	0.429492 	1.15567e-18 	0.405734
0.277064 	0.432352 	3.18335e-18 	0.405493
0.279333 	0.435892 	3.66248e-18 	0.405241
0.280934 	0.438391 	3.01035e-18 	0.404622
0.283434 	0.442292 	2.34505e-18 	0.404366
0.285036 	0.444791 	2.4571e-18 	0.40376
0.286674 	0.447347 	2.89929e-18 	0.403499
0.289138 	0.451192 	2.94669e-18 	0.403228
0.290739 	0.453691 	2.26713e-18 	0.402642
0.29308 	0.457343 	3.03139e-18 	0.402369
0.294841 	0.460091 	3.78209e-18 	0.40209
0.296442 	0.46259 	3.38e-18 	0.401525
0.298942 	0.466491 	3.08608e-20 	0.401255
0.300544 	0.468991 	-9.08767e-19 	0.400704
0.302689 	0.472338 	-7.22657e-20 	0.400456
0.304645 	0.475391 	5.49306e-19 	0.400236
0.306247 	0.47789 	-4.08105e-19 	0.399705
0.308747 	0.481791 	-2.07192e-18 	0.399527
0.310348 	0.48429 	-2.91298e-18 	0.399007
0.312298 	0.487333 	-2.23215e-18 	0.398869
0.31445 	0.490691 	-2.53885e-18 	0.398755
0.316051 	0.49319 	-2.79644e-18 	0.398248
0.318551 	0.497091 	-2.63326e-18 	0.3981
0.320153 	0.49959 	-2.6035e-18 	0.397601
